game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,captured_score_for_white,captured_score_for_black,fen_row1_white_count,fen_row2_white_count,fen_row3_white_count,fen_row4_white_count,fen_row5_white_count,fen_row6_white_count,fen_row7_white_count,fen_row8_white_count,fen_row1_white_value,fen_row2_white_value,fen_row3_white_value,fen_row4_white_value,fen_row5_white_value,fen_row6_white_value,fen_row7_white_value,fen_row8_white_value,fen_row1_black_count,fen_row2_black_count,fen_row3_black_count,fen_row4_black_count,fen_row5_black_count,fen_row6_black_count,fen_row7_black_count,fen_row8_black_count,fen_row1_black_value,fen_row2_black_value,fen_row3_black_value,fen_row4_black_value,fen_row5_black_value,fen_row6_black_value,fen_row7_black_value,fen_row8_black_value,move_sequence
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,11,6,cesar67,Nf3,g1f3,g1,f3,N,White,rnbqk2r/ppp1bppp/4pn2/8/2BP4/2N1PN2/PP3PPP/R1BQK2R,0,0,0,0,0,0,15,15,7,7,1,1,2,2,2,2,2,2,1,1,5,5,3,2,0,0,0,0,22,5,7,4,0,0,0,0,0,0,0,0,0,2,7,6,0,0,0,0,0,4,9,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,12,6,derboyamcooken,O-O,e8g8,e8,g8,K,Black,rnbq1rk1/ppp1bppp/4pn2/8/2BP4/2N1PN2/PP3PPP/R1BQK2R,0,0,0,0,0,0,15,15,7,7,1,1,2,2,2,2,2,2,1,1,5,5,3,2,0,0,0,0,22,5,7,4,0,0,0,0,0,0,0,0,0,2,7,6,0,0,0,0,0,4,9,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,13,7,cesar67,Bd2,c1d2,c1,d2,B,White,rnbq1rk1/ppp1bppp/4pn2/8/2BP4/2N1PN2/PP1B1PPP/R2QK2R,0,0,0,0,0,0,15,15,7,7,1,1,2,2,2,2,2,2,1,1,4,6,3,2,0,0,0,0,19,8,7,4,0,0,0,0,0,0,0,0,0,2,7,6,0,0,0,0,0,4,9,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,14,7,derboyamcooken,c5,c7c5,c7,c5,P,Black,rnbq1rk1/pp2bppp/4pn2/2p5/2BP4/2N1PN2/PP1B1PPP/R2QK2R,0,0,0,0,0,0,15,15,7,7,1,1,2,2,2,2,2,2,1,1,4,6,3,2,0,0,0,0,19,8,7,4,0,0,0,0,0,0,0,0,1,2,6,6,0,0,0,0,1,4,8,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,15,8,cesar67,dxc5,d4c5,d4,c5,P,White,rnbq1rk1/pp2bppp/4pn2/2P5/2B5/2N1PN2/PP1B1PPP/R2QK2R,0,0,0,0,0,0,15,14,7,6,1,1,2,2,2,2,2,2,2,1,4,6,3,1,1,0,0,0,19,8,7,3,1,0,0,0,0,0,0,0,0,2,6,6,0,0,0,0,0,4,8,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,16,8,derboyamcooken,Bxc5,e7c5,e7,c5,B,Black,rnbq1rk1/pp3ppp/4pn2/2b5/2B5/2N1PN2/PP1B1PPP/R2QK2R,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,3,1,0,0,0,0,19,8,7,3,0,0,0,0,0,0,0,0,1,2,5,6,0,0,0,0,3,4,5,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,17,9,cesar67,O-O,e1g1,e1,g1,K,White,rnbq1rk1/pp3ppp/4pn2/2b5/2B5/2N1PN2/PP1B1PPP/R2Q1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,3,1,0,0,0,0,19,8,7,3,0,0,0,0,0,0,0,0,1,2,5,6,0,0,0,0,3,4,5,25,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,18,9,derboyamcooken,Nc6,b8c6,b8,c6,N,Black,r1bq1rk1/pp3ppp/2n1pn2/2b5/2B5/2N1PN2/PP1B1PPP/R2Q1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,3,1,0,0,0,0,19,8,7,3,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0,0,3,7,5,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,19,10,cesar67,Rc1,a1c1,a1,c1,R,White,r1bq1rk1/pp3ppp/2n1pn2/2b5/2B5/2N1PN2/PP1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,3,1,0,0,0,0,19,8,7,3,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0,0,3,7,5,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,20,10,derboyamcooken,a6,a7a6,a7,a6,P,Black,r1bq1rk1/1p3ppp/p1n1pn2/2b5/2B5/2N1PN2/PP1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,3,1,0,0,0,0,19,8,7,3,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,0,3,8,4,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,21,11,cesar67,a3,a2a3,a2,a3,P,White,r1bq1rk1/1p3ppp/p1n1pn2/2b5/2B5/P1N1PN2/1P1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,5,4,1,0,0,0,0,19,7,8,3,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,0,3,8,4,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,22,11,derboyamcooken,b5,b7b5,b7,b5,P,Black,r1bq1rk1/5ppp/p1n1pn2/1pb5/2B5/P1N1PN2/1P1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,5,4,1,0,0,0,0,19,7,8,3,0,0,0,0,0,0,0,0,2,4,3,5,0,0,0,0,4,8,3,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,23,12,cesar67,Ba2,c4a2,c4,a2,B,White,r1bq1rk1/5ppp/p1n1pn2/1pb5/8/P1N1PN2/BP1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,4,0,0,0,0,0,19,10,8,0,0,0,0,0,0,0,0,0,2,4,3,5,0,0,0,0,4,8,3,22,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,24,12,derboyamcooken,Bb7,c8b7,c8,b7,B,Black,r2q1rk1/1b3ppp/p1n1pn2/1pb5/8/P1N1PN2/BP1B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,6,4,0,0,0,0,0,19,10,8,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,4,8,6,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,25,13,cesar67,b4,b2b4,b2,b4,P,White,r2q1rk1/1b3ppp/p1n1pn2/1pb5/1P6/P1N1PN2/B2B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,5,4,1,0,0,0,0,19,9,8,1,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,4,8,6,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,26,13,derboyamcooken,Ba7,c5a7,c5,a7,B,Black,r2q1rk1/bb3ppp/p1n1pn2/1p6/1P6/P1N1PN2/B2B1PPP/2RQ1RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,4,5,4,1,0,0,0,0,19,9,8,1,0,0,0,0,0,0,0,0,1,4,5,4,0,0,0,0,1,8,9,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,27,14,cesar67,Qc2,d1c2,d1,c2,Q,White,r2q1rk1/bb3ppp/p1n1pn2/1p6/1P6/P1N1PN2/B1QB1PPP/2R2RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,5,4,0,0,0,0,1,8,9,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,28,14,derboyamcooken,Rc8,a8c8,a8,c8,R,Black,2rq1rk1/bb3ppp/p1n1pn2/1p6/1P6/P1N1PN2/B1QB1PPP/2R2RK1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,5,4,0,0,0,0,1,8,9,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,29,15,cesar67,Rfd1,f1d1,f1,d1,R,White,2rq1rk1/bb3ppp/p1n1pn2/1p6/1P6/P1N1PN2/B1QB1PPP/2RR2K1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,5,4,0,0,0,0,1,8,9,19,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,30,15,derboyamcooken,Qc7,d8c7,d8,c7,Q,Black,2r2rk1/bbq2ppp/p1n1pn2/1p6/1P6/P1N1PN2/B1QB1PPP/2RR2K1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,1,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,31,16,cesar67,Qb2,c2b2,c2,b2,Q,White,2r2rk1/bbq2ppp/p1n1pn2/1p6/1P6/P1N1PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,1,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,32,16,derboyamcooken,Rfd8,f8d8,f8,d8,R,Black,2rr2k1/bbq2ppp/p1n1pn2/1p6/1P6/P1N1PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,4,1,0,0,0,0,10,18,8,1,0,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,1,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,33,17,cesar67,a4,a3a4,a3,a4,P,White,2rr2k1/bbq2ppp/p1n1pn2/1p6/PP6/2N1PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,14,14,6,6,1,1,2,2,2,2,2,2,2,2,3,6,3,2,0,0,0,0,10,18,7,2,0,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,1,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,34,17,derboyamcooken,bxa4,b5a4,b5,a4,P,Black,2rr2k1/bbq2ppp/p1n1pn2/8/pP6/2N1PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,13,14,5,6,1,1,2,2,2,2,2,2,2,3,3,6,3,1,0,0,0,0,10,18,7,1,0,0,0,0,0,0,0,1,0,4,6,3,0,0,0,1,0,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,35,18,cesar67,Nxa4,c3a4,c3,a4,N,White,2rr2k1/bbq2ppp/p1n1pn2/8/NP6/4PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,3,6,2,2,0,0,0,0,10,18,4,4,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,8,18,10,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,36,18,derboyamcooken,Rd7,d8d7,d8,d7,R,Black,2r3k1/bbqr1ppp/p1n1pn2/8/NP6/4PN2/BQ1B1PPP/2RR2K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,3,6,2,2,0,0,0,0,10,18,4,4,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,8,23,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,37,19,cesar67,Rc2,c1c2,c1,c2,R,White,2r3k1/bbqr1ppp/p1n1pn2/8/NP6/4PN2/BQRB1PPP/3R2K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,2,7,2,2,0,0,0,0,5,23,4,4,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,8,23,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7|Rc2
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,38,19,derboyamcooken,Rcd8,c8d8,c8,d8,R,Black,3r2k1/bbqr1ppp/p1n1pn2/8/NP6/4PN2/BQRB1PPP/3R2K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,2,7,2,2,0,0,0,0,5,23,4,4,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,8,23,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7|Rc2|Rcd8
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,39,20,cesar67,Rdc1,d1c1,d1,c1,R,White,3r2k1/bbqr1ppp/p1n1pn2/8/NP6/4PN2/BQRB1PPP/2R3K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,2,7,2,2,0,0,0,0,5,23,4,4,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,8,23,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7|Rc2|Rcd8|Rdc1
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,40,20,derboyamcooken,Qd6,c7d6,c7,d6,Q,Black,3r2k1/bb1r1ppp/p1nqpn2/8/NP6/4PN2/BQRB1PPP/2R3K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,2,7,2,2,0,0,0,0,5,23,4,4,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,17,14,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7|Rc2|Rcd8|Rdc1|Qd6
40e5454a-11c7-43e8-a8f3-4d9d144ea4f5,41,21,cesar67,Nc5,a4c5,a4,c5,N,White,3r2k1/bb1r1ppp/p1nqpn2/2N5/1P6/4PN2/BQRB1PPP/2R3K1,0,0,0,0,0,0,13,13,5,5,1,1,2,2,2,2,2,2,3,3,2,7,2,1,1,0,0,0,5,23,4,1,3,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,17,14,5,d4|d5|c4|dxc4|Nc3|Nf6|e3|e6|Bxc4|Be7|Nf3|O-O|Bd2|c5|dxc5|Bxc5|O-O|Nc6|Rc1|a6|a3|b5|Ba2|Bb7|b4|Ba7|Qc2|Rc8|Rfd1|Qc7|Qb2|Rfd8|a4|bxa4|Nxa4|Rd7|Rc2|Rcd8|Rdc1|Qd6|Nc5
