game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
17809598-97fa-45fb-aef9-36263d6eeb14,11,Rated Blitz game,https://lichess.org/nZAqMqGA,2023.05.05,?,derboyamcooken,vaibhav138,0-1,1817,-6,1814,+6,,,vaibhav138,1814,derboyamcooken,1817,-3,B01,Normal,180+2,2023.05.05,09:24:56,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
cea2f1ee-8f1b-4505-bf68-218f2c851976,12,Rated Blitz game,https://lichess.org/pTPnnlv7,2023.05.05,?,derboyamcooken,fredticia19671965,1-0,1810,+7,1822,-6,,,derboyamcooken,1810,fredticia19671965,1822,-12,B12,Normal,180+2,2023.05.05,09:22:41,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
9fb04978-a77f-414e-865d-0e7c3d88605c,13,Rated Blitz game,https://lichess.org/3iTjoW5o,2023.05.05,?,Prosikito3,derboyamcooken,0-1,1810,-8,1803,+7,,,derboyamcooken,1803,Prosikito3,1810,-7,B12,Normal,180+2,2023.05.05,09:15:36,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
e1e34841-2e80-4f8f-b5ec-88b3ac53bbd6,14,Rated Blitz game,https://lichess.org/PuvhBJkS,2023.05.02,?,Biggiz,derboyamcooken,1-0,1761,+45,1810,-7,,,Biggiz,1761,derboyamcooken,1810,-49,B10,Normal,180+2,2023.05.02,20:32:29,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
41d80010-d66e-46f3-920e-30b462b1b8d3,15,Rated Blitz game,https://lichess.org/byUPzwyb,2023.05.02,?,saporedisale,derboyamcooken,1-0,1817,+6,1817,-7,,,saporedisale,1817,derboyamcooken,1817,0,B10,Time forfeit,180+2,2023.05.02,20:22:51,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
adfe0bdc-6517-4ab5-8429-d8a0d5168479,16,Rated Blitz game,https://lichess.org/VzQOjljP,2023.05.01,?,derboyamcooken,karpov_fan2,0-1,1823,-6,1903,+4,,,karpov_fan2,1903,derboyamcooken,1823,80,C42,Time forfeit,180+2,2023.05.01,18:36:20,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
25746d81-2743-4a47-baf6-940c89b17d1b,17,Rated Blitz game,https://lichess.org/EBadBrA7,2023.05.01,?,GehirnfurzGmbH,derboyamcooken,0-1,1798,-5,1816,+7,,,derboyamcooken,1816,GehirnfurzGmbH,1798,18,B18,Normal,180+2,2023.05.01,18:32:16,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
a7bf9ee2-bfd1-40ab-9962-017d9dcacec2,18,Rated Blitz game,https://lichess.org/WVGZrxEp,2023.05.01,?,ludi_konj,derboyamcooken,1-0,1798,+6,1824,-8,,,ludi_konj,1798,derboyamcooken,1824,-26,B10,Normal,180+2,2023.05.01,14:33:55,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
acdb2335-3e14-476b-ae24-885191049b96,19,Rated Blitz game,https://lichess.org/KtZNLL9D,2023.05.01,?,derboyamcooken,ludi_konj,0-1,1832,-8,1791,+7,,,ludi_konj,1791,derboyamcooken,1832,-41,B01,Normal,180+2,2023.05.01,14:29:45,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
f0b93194-f885-4626-be4a-8737d06eb77e,20,Rated Blitz game,https://lichess.org/5cOmUA6W,2023.04.30,?,Blackbird2,derboyamcooken,0-1,1844,-6,1824,+8,,,derboyamcooken,1824,Blackbird2,1844,-20,B10,Normal,180+2,2023.04.30,16:14:23,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
bc62d9ab-a267-45c2-9be8-a2acad4f67a3,21,Rated Blitz game,https://lichess.org/FfMlUNeD,2023.04.23,?,derboyamcooken,joeldic,0-1,1830,-6,1871,+5,,,joeldic,1871,derboyamcooken,1830,41,C53,Normal,180+2,2023.04.23,07:19:56,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
fc4ee8e4-fa0e-4dc3-ae96-206d84a05f93,22,Rated Blitz game,https://lichess.org/9cMWNaEj,2023.04.21,?,derboyamcooken,Sanjay00,0-1,1836,-6,1812,+6,,,Sanjay00,1812,derboyamcooken,1836,-24,B01,Normal,180+2,2023.04.21,21:16:50,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
c8eab25a-d430-462e-a3d9-7ad1b0f59cd2,23,Rated Blitz game,https://lichess.org/28xhlT5U,2023.04.21,?,red687,derboyamcooken,1-0,1899,+5,1842,-6,,,red687,1899,derboyamcooken,1842,57,D20,Normal,180+2,2023.04.21,13:23:19,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
109c6bd7-0556-4802-921c-7ee5c1bcc107,24,Rated Blitz game,https://lichess.org/JKmhWSRb,2023.04.20,?,derboyamcooken,tetrada,1-0,1835,+7,1837,-6,,,derboyamcooken,1835,tetrada,1837,-2,B00,Time forfeit,300+0,2023.04.20,19:35:03,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
3a7abb8a-c97d-4887-9cae-4900030e0d0e,25,Rated Blitz game,https://lichess.org/kBaDrNDS,2023.04.20,?,lalvaitopper,derboyamcooken,0-1,1805,-6,1829,+6,,,derboyamcooken,1829,lalvaitopper,1805,24,B13,Normal,300+0,2023.04.20,19:31:22,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
b7e19f57-fd69-4914-b298-5aab8d29f681,26,Rated Blitz game,https://lichess.org/rovbDZCY,2023.04.20,?,elidelbulos,derboyamcooken,1-0,1799,+6,1836,-7,,,elidelbulos,1799,derboyamcooken,1836,-37,A28,Normal,180+2,2023.04.20,19:21:55,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
f65f8b5e-2f46-465e-ad1c-22066774c30f,27,Rated Blitz game,https://lichess.org/HnqmojXA,2023.04.20,?,derboyamcooken,GodofPastries,1-0,1829,+7,1848,-6,,,derboyamcooken,1829,GodofPastries,1848,-19,C53,Normal,180+2,2023.04.20,19:15:48,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
20fe9f5d-77d6-4032-99c3-da9cad91733d,28,Rated Blitz game,https://lichess.org/8ZN7M047,2023.04.19,?,derboyamcooken,hoonchess2,1-0,1820,+9,1933,-8,,,derboyamcooken,1820,hoonchess2,1933,-113,B12,Time forfeit,180+2,2023.04.19,19:17:47,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
67972684-353d-440c-b68e-93a99a8335c5,29,Rated Blitz game,https://lichess.org/vSXpzWJw,2023.04.19,?,br_took,derboyamcooken,0-1,1794,-5,1814,+6,,,derboyamcooken,1814,br_took,1794,20,B10,Time forfeit,180+2,2023.04.19,18:48:14,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
2cb6024b-e445-45bf-8898-3663f49453b3,30,Rated Blitz game,https://lichess.org/rbTYvZjd,2023.04.19,?,Jolondo,derboyamcooken,1-0,1818,+6,1821,-7,,,Jolondo,1818,derboyamcooken,1821,-3,B13,Normal,180+2,2023.04.19,18:16:12,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
daa7e290-9634-4e14-a9ef-e72a6c366dd8,31,Rated Blitz game,https://lichess.org/UuWIB6Do,2023.04.19,?,beyterizm,derboyamcooken,0-1,1725,-4,1816,+5,,,derboyamcooken,1816,beyterizm,1725,91,B10,Normal,180+2,2023.04.19,18:10:08,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
7dcf4ba1-3811-4e74-8140-cb714ead7e70,32,Rated Blitz game,https://lichess.org/WGWTOt1U,2023.04.19,?,derboyamcooken,Anton_iz_Permi,0-1,1828,-12,1470,+30,,,Anton_iz_Permi,1470,derboyamcooken,1828,-358,C41,Normal,300+3,2023.04.19,17:33:12,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
c0bcb163-3bce-4e1e-b432-c7cbbd288360,33,Rated Blitz game,https://lichess.org/5keoLC6u,2023.04.16,?,derboyamcooken,glg11,0-1,1835,-7,1829,+7,,,glg11,1829,derboyamcooken,1835,-6,B21,Time forfeit,180+2,2023.04.16,18:55:08,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
1a2b623b-84e8-4766-972d-6755fb5692c8,34,Rated Blitz game,https://lichess.org/2zqJQG0H,2023.04.16,?,Sintron,derboyamcooken,0-1,1907,-7,1826,+9,,,derboyamcooken,1826,Sintron,1907,-81,B10,Time forfeit,180+2,2023.04.16,18:48:03,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
d6b8c4c7-3816-4744-9278-cee594280087,35,Rated Blitz game,https://lichess.org/dkOzl3nw,2023.04.14,?,derboyamcooken,bertonio,1/2-1/2,1826,+0,1847,+0,,,draw,,draw,,0,B12,Normal,180+2,2023.04.14,11:30:13,Standard,,2023-05-06T16:08:02+0000,lichess_derboyamcooken_2023-05-06(4).pgn
bb9acee6-62a5-40a3-986b-2796ab7eee59,36,Rated Blitz game,https://lichess.org/vbpvU86S,2023.04.06,?,derboyamcooken,christaube,0-1,1834,-8,1735,+7,,,christaube,1735,derboyamcooken,1834,-99,C55,Normal,180+2,2023.04.06,16:58:19,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
8c0bced8-b74a-4460-b057-f87ec449383c,37,Rated Blitz game,https://lichess.org/lpln5T1D,2023.04.04,?,derboyamcooken,pedro35,0-1,1840,-6,1806,+6,,,pedro35,1806,derboyamcooken,1840,-34,C50,Time forfeit,180+2,2023.04.04,20:02:56,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
29695600-caa1-4e2f-b28b-157f4dfa1728,38,Rated Blitz game,https://lichess.org/JMmO3oOw,2023.04.04,?,waliduser,derboyamcooken,0-1,1810,-5,1835,+5,,,derboyamcooken,1835,waliduser,1810,25,D00,Time forfeit,180+2,2023.04.04,19:56:51,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
c97c4c07-78d1-4da6-ac8d-cd8d6032c899,39,Rated Blitz game,https://lichess.org/KEYGXTYw,2023.04.04,?,Nor-Grig62,derboyamcooken,1-0,1849,+5,1840,-5,,,Nor-Grig62,1849,derboyamcooken,1840,9,B12,Normal,180+2,2023.04.04,18:44:34,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
c07f30a7-6db0-4e67-8ba8-8aae49b57d55,40,Rated Blitz game,https://lichess.org/ujHMm4th,2023.04.04,?,derboyamcooken,enisss,0-1,1846,-6,1808,+6,,,enisss,1808,derboyamcooken,1846,-38,B21,Time forfeit,180+2,2023.04.04,17:52:10,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
6cac8493-4f29-4686-9bf0-66b6e5ad1c93,41,Rated Blitz game,https://lichess.org/R62lgH1D,2023.04.04,?,karkar01,derboyamcooken,1-0,1860,+6,1852,-6,,,karkar01,1860,derboyamcooken,1852,8,D01,Time forfeit,180+2,2023.04.04,17:43:19,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
4957ff8c-a509-4380-a2fa-ebad03815e7e,42,Rated Blitz game,https://lichess.org/nMYUgIH0,2023.04.03,?,derboyamcooken,LH2013,0-1,1858,-6,1838,+6,,,LH2013,1838,derboyamcooken,1858,-20,C53,Normal,180+2,2023.04.03,20:47:14,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
7ff01993-b50c-4446-8cf5-ca7ee7ecf95f,43,Rated Blitz game,https://lichess.org/awgE2svA,2023.04.03,?,Kocour65,derboyamcooken,1-0,1928,+5,1863,-5,,,Kocour65,1928,derboyamcooken,1863,65,B10,Time forfeit,180+2,2023.04.03,19:32:59,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
01d02d00-7aaf-4555-a790-588ad44b9e28,44,Rated Blitz game,https://lichess.org/EkHlLytT,2023.04.03,?,derboyamcooken,yossilinder,1-0,1858,+5,1791,-5,,,derboyamcooken,1858,yossilinder,1791,67,C50,Normal,180+2,2023.04.03,19:13:27,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
062c4652-d77b-471d-9bc9-89b6c67089e4,45,Rated Blitz game,https://lichess.org/M6jnafbj,2023.04.03,?,Khuy,derboyamcooken,1-0,1793,+7,1865,-7,,,Khuy,1793,derboyamcooken,1865,-72,B12,Normal,180+2,2023.04.03,19:01:26,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
fbcdc43f-1548-4750-a96a-179fc08567af,46,Rated Blitz game,https://lichess.org/m63ikked,2023.04.03,?,derboyamcooken,S0ren_Gaard,1-0,1859,+6,1851,-6,,,derboyamcooken,1859,S0ren_Gaard,1851,8,B21,Normal,180+2,2023.04.03,18:46:58,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
41a7cfc4-6b1b-4023-a6a3-12919a7dc5f2,47,Rated Blitz game,https://lichess.org/V2bxw7LS,2023.04.03,?,StefanJF,derboyamcooken,0-1,1845,-6,1854,+5,,,derboyamcooken,1854,StefanJF,1845,9,B10,Normal,180+2,2023.04.03,18:45:47,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
865b000a-2ecc-4ccb-814b-d80643a4abb3,48,Rated Blitz game,https://lichess.org/G0h6LDzp,2023.04.03,?,derboyamcooken,Jerz44,0-1,1859,-5,1889,+5,,,Jerz44,1889,derboyamcooken,1859,30,B50,Normal,180+2,2023.04.03,18:12:46,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
37868922-203c-402d-a484-e9813629a424,49,Rated Blitz game,https://lichess.org/b2BKofzE,2023.04.03,?,derboyamcooken,olderpulier,1-0,1854,+5,1819,-5,,,derboyamcooken,1854,olderpulier,1819,35,B22,Time forfeit,180+2,2023.04.03,15:28:59,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
7f4644d8-9443-4449-b2f4-16d67fe4f72b,50,Rated Blitz game,https://lichess.org/6ur12fEP,2023.04.03,?,Tiscamanita,derboyamcooken,0-1,1772,-4,1849,+5,,,derboyamcooken,1849,Tiscamanita,1772,77,D02,Time forfeit,180+2,2023.04.03,11:03:56,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
572d4c6b-7889-4ce5-a1ab-0926ce75b7f2,51,Rated Blitz game,https://lichess.org/7wrZ7gE6,2023.04.01,?,rasim743,derboyamcooken,1-0,1780,+7,1856,-7,,,rasim743,1780,derboyamcooken,1856,-76,B10,Time forfeit,180+2,2023.04.01,19:14:11,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
22b8d114-9a85-4a9e-9cf4-d404ed7ce521,52,Rated Blitz game,https://lichess.org/p9U2fPdy,2023.04.01,?,derboyamcooken,Rajarshi_001,1/2-1/2,1856,+0,1855,+0,,,draw,,draw,,0,B21,Normal,180+2,2023.04.01,17:41:09,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
aad02df6-279d-48f3-b4e9-85dec46f69dd,53,Rated Blitz game,https://lichess.org/BcchH0XR,2023.04.01,?,Darous61,derboyamcooken,0-1,1853,-5,1850,+6,,,derboyamcooken,1850,Darous61,1853,-3,B13,Time forfeit,180+2,2023.04.01,16:53:45,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
83c958b1-3779-430e-a016-dda85c382fb7,54,Rated Blitz game,https://lichess.org/V88zFxtf,2023.04.01,?,derboyamcooken,maksiiii,0-1,1856,-6,1841,+6,,,maksiiii,1841,derboyamcooken,1856,-15,B12,Time forfeit,180+2,2023.04.01,10:12:12,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
49260911-ed3a-497a-920b-32420f3399aa,55,Rated Blitz game,https://lichess.org/t8XjW0Be,2023.04.01,?,derboyamcooken,anka0618,1-0,1851,+5,1800,-4,,,derboyamcooken,1851,anka0618,1800,51,C53,Normal,180+2,2023.04.01,09:56:12,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
95c6940b-6c09-478e-b183-666fe8c853e1,56,Rated Blitz game,https://lichess.org/YRlYQiwl,2023.04.01,?,Romelux,derboyamcooken,1-0,1915,+5,1856,-5,,,Romelux,1915,derboyamcooken,1856,59,B10,Time forfeit,180+2,2023.04.01,09:46:07,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
ec587727-83b8-4a9b-9400-eaa73c71589b,57,Rated Blitz game,https://lichess.org/qwwiiBWs,2023.04.01,?,derboyamcooken,ja_jarzyn,1-0,1850,+6,1856,-6,,,derboyamcooken,1850,ja_jarzyn,1856,-6,B00,Time forfeit,180+2,2023.04.01,08:47:14,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
8ad1eb11-cf1f-4942-a661-e0332e07d321,58,Rated Blitz game,https://lichess.org/nnh85xaR,2023.03.28,?,Peonalacecho,derboyamcooken,0-1,1842,-6,1843,+7,,,derboyamcooken,1843,Peonalacecho,1842,1,B12,Normal,180+2,2023.03.28,15:09:12,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
84246644-3d5c-45f1-8415-d29d07248383,59,Rated Blitz game,https://lichess.org/zakQvDhz,2023.03.28,?,derboyamcooken,do100evsky,0-1,1849,-6,1896,+5,,,do100evsky,1896,derboyamcooken,1849,47,C53,Normal,180+2,2023.03.28,13:34:38,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
4a096318-8501-4c4f-ba8d-f5854b1b3885,60,Rated Blitz game,https://lichess.org/RV5xC7OT,2023.03.27,?,ahmad_momeni,derboyamcooken,0-1,1880,-6,1842,+7,,,derboyamcooken,1842,ahmad_momeni,1880,-38,B12,Normal,180+2,2023.03.27,20:11:26,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
cd88c840-1807-45e4-8ca8-981f3432dd82,61,Rated Blitz game,https://lichess.org/fvHdS1n7,2023.03.24,?,derboyamcooken,SV34,0-1,1849,-7,1796,+6,,,SV34,1796,derboyamcooken,1849,-53,B21,Normal,180+2,2023.03.24,19:08:51,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
f8688568-e31a-464f-8559-056063df7441,62,Rated Blitz game,https://lichess.org/80cCeh4p,2023.03.24,?,d0_CENT,derboyamcooken,1-0,1856,+6,1855,-6,,,d0_CENT,1856,derboyamcooken,1855,1,B10,Normal,180+2,2023.03.24,17:30:47,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
1200ce8b-c9c8-4d2f-ac13-3567ad84f6aa,63,Rated Blitz game,https://lichess.org/ggq3HDAh,2023.03.22,?,derboyamcooken,Jacson2000,1-0,1849,+6,1854,-6,,,derboyamcooken,1849,Jacson2000,1854,-5,B12,Time forfeit,180+2,2023.03.22,19:02:19,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
f2c15058-122c-40f0-9f9c-db624bebd234,64,Rated Blitz game,https://lichess.org/AX4UdXmQ,2023.03.21,?,kwaque,derboyamcooken,0-1,1873,-7,1842,+7,,,derboyamcooken,1842,kwaque,1873,-31,D02,Normal,180+2,2023.03.21,17:13:07,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
376774d9-8e27-45e9-8f33-1c9fb9031643,65,Rated Blitz game,https://lichess.org/YZE2vodb,2023.03.21,?,KEEAK,derboyamcooken,1/2-1/2,1816,+0,1843,-1,,,draw,,draw,,0,B10,Normal,180+2,2023.03.21,15:07:12,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
e3d9f52b-457f-4ffd-883c-e0cf386f0680,66,Rated Blitz game,https://lichess.org/VFBq37or,2023.03.20,?,derboyamcooken,bienvulaveugle,1-0,1837,+6,1860,-6,,,derboyamcooken,1837,bienvulaveugle,1860,-23,C42,Normal,180+2,2023.03.20,10:51:46,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
6a4056d1-ef32-4246-ad12-0042b3f37a6f,67,Rated Blitz game,https://lichess.org/jBnvios5,2023.03.19,?,BernieM,derboyamcooken,1-0,1877,+5,1842,-5,,,BernieM,1877,derboyamcooken,1842,35,A20,Normal,180+2,2023.03.19,16:37:57,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
40fe0ad9-5a54-4d4a-ad2a-9a30abc980c2,68,Rated Blitz game,https://lichess.org/IhU6RyXV,2023.03.19,?,derboyamcooken,Arthur_Roland_Dent,0-1,1848,-6,1819,+6,,,Arthur_Roland_Dent,1819,derboyamcooken,1848,-29,B21,Normal,180+2,2023.03.19,14:42:24,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
ec7c13ed-7b63-4013-bcbe-ed1ec3fc4a3f,69,Rated Blitz game,https://lichess.org/WqssjBIr,2023.03.18,?,Byzantycy,derboyamcooken,1-0,1814,+6,1855,-7,,,Byzantycy,1814,derboyamcooken,1855,-41,B10,Normal,180+2,2023.03.18,19:08:30,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
599e5512-f50a-44ed-83bb-1594f1bac5ab,70,Rated Blitz game,https://lichess.org/o2j7KD8A,2023.03.17,?,PlaySoBad,derboyamcooken,1-0,1873,+6,1860,-5,,,PlaySoBad,1873,derboyamcooken,1860,13,B10,Time forfeit,180+2,2023.03.17,19:25:58,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
2b2672a1-d7ac-4268-8c2e-4bdbd5175420,71,Rated Blitz game,https://lichess.org/XEnO5n7I,2023.03.16,?,derboyamcooken,Meraj23,1-0,1854,+6,1865,-8,,,derboyamcooken,1854,Meraj23,1865,-11,B12,Normal,180+2,2023.03.16,20:07:47,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
b72f22a7-ba0e-4243-8447-c5b667ded3a7,72,Rated Blitz game,https://lichess.org/xiAUetAl,2023.03.16,?,dattasai,derboyamcooken,1-0,1886,+6,1860,-6,,,dattasai,1886,derboyamcooken,1860,26,B12,Normal,180+2,2023.03.16,18:21:36,Standard,,2023-05-06T16:08:03+0000,lichess_derboyamcooken_2023-05-06(4).pgn
